SIRUTA;DENLOC;CODP;JUD;SIRSUP;TIP;NIV;MED;REGIUNE;FSJ;FS2;FS3;FSL;rang;fictiv
137504;CRUCIŞOR;447110;30;305;3;2;3;6;32;32;       ;3,25079E+12;IV;
137513;CRUCIŞOR;447110;30;137504;22;3;3;6;32;3250794;1003638;3,25079E+12;IV;
137522;IEGHERIŞTE;447111;30;137504;23;3;3;6;32;3250794;3006073;3,25079E+12;V;
137531;POIANA CODRULUI;447112;30;137504;23;3;3;6;32;3250794;3009200;3,25079E+12;V;
137540;CULCIU;447115;30;305;3;2;3;6;32;32;       ;3,2508E+12;IV;
137559;CULCIU MARE;447119;30;137540;22;3;3;6;32;3250803;1003694;3,2508E+12;IV;
137568;APATEU;447116;30;137540;23;3;3;6;32;3250803;3000244;3,2508E+12;V;
137577;CARAŞEU;447117;30;137540;23;3;3;6;32;3250803;3002251;3,2508E+12;V;
137586;COROD;447118;30;137540;23;3;3;6;32;3250803;3003291;3,2508E+12;V;
137595;CULCIU MIC;447119;30;137540;23;3;3;6;32;3250803;3003695;3,2508E+12;V;
137602;LIPAU;447122;30;137540;23;3;3;6;32;3250803;3006647;3,2508E+12;V;
137611;DOBA;447291;30;305;3;2;3;6;32;32;       ;3,25087E+12;IV;
137620;DOBA;447291;30;137611;22;3;3;6;32;3250874;1004091;3,25087E+12;IV;
137639;BOGHIŞ;447126;30;137611;23;3;3;6;32;3250874;3001279;3,25087E+12;V;
137648;DACIA;447127;30;137611;23;3;3;6;32;3250874;3003783;3,25087E+12;V;
137657;PAULIAN;447128;30;137611;23;3;3;6;32;3250874;3008469;3,25087E+12;V;
137666;TRAIAN;447129;30;137611;23;3;3;6;32;3250874;3012177;3,25087E+12;V;
137675;DOROLŢ;447130;30;305;3;2;3;6;32;32;       ;3,25091E+12;IV;
137684;DOROLŢ;447130;30;137675;22;3;3;6;32;3250912;1004219;3,25091E+12;IV;
137693;ATEA;447131;30;137675;23;3;3;6;32;3250912;3000354;3,25091E+12;V;
137700;DARA;447132;30;137675;23;3;3;6;32;3250912;3003802;3,25091E+12;V;
137719;PETEA;447133;30;137675;23;3;3;6;32;3250912;3008745;3,25091E+12;V;
137728;FOIENI;447135;30;305;3;2;3;6;32;32;       ;3,25103E+12;IV;
137737;FOIENI;447135;30;137728;22;3;3;6;32;3251029;1004821;3,25103E+12;IV;
137746;GHERŢA MICA;447140;30;305;3;2;3;6;32;32;       ;3,2511E+12;IV;
137755;GHERŢA MICA;447140;30;137746;22;3;3;6;32;3251099;1005196;3,2511E+12;IV;
137764;HALMEU;0;30;305;3;2;3;6;32;32;       ;3,25123E+12;IV;
137773;HALMEU;447145;30;137764;22;3;3;6;32;3251227;1005688;3,25123E+12;IV;
137782;BABEŞTI;447146;30;137764;23;3;3;6;32;3251227;3000542;3,25123E+12;V;
137808;DOBOLŢ;447148;30;137764;23;3;3;6;32;3251227;3004100;3,25123E+12;V;
137817;HALMEU VII;447149;30;137764;23;3;3;6;32;3251227;3005689;3,25123E+12;V;
137826;MESTEACAN;447151;30;137764;23;3;3;6;32;3251227;3007384;3,25123E+12;V;
137844;HODOD;447155;30;305;3;2;3;6;32;32;       ;3,25126E+12;IV;
137853;HODOD;447155;30;137844;22;3;3;6;32;3251258;1005850;3,25126E+12;IV;
137862;GIURTELECU HODODULUI;447156;30;137844;23;3;3;6;32;3251258;3005310;3,25126E+12;V;
137871;LELEI;447157;30;137844;23;3;3;6;32;3251258;3006558;3,25126E+12;V;
137880;NADIŞU HODODULUI;447158;30;137844;23;3;3;6;32;3251258;3007857;3,25126E+12;V;
137899;HOMOROADE;447160;30;305;3;2;3;6;32;32;       ;3,25127E+12;IV;
137906;HOMORODU DE MIJLOC;447163;30;137899;22;3;3;6;32;3251266;1005884;3,25127E+12;IV;
137915;CHILIA;447161;30;137899;23;3;3;6;32;3251266;3002631;3,25127E+12;V;
137924;HOMORODU DE JOS;447162;30;137899;23;3;3;6;32;3251266;3005883;3,25127E+12;V;
137933;HOMORODU DE SUS;447164;30;137899;23;3;3;6;32;3251266;3005885;3,25127E+12;V;
137942;NECOPOI;447165;30;137899;23;3;3;6;32;3251266;3007913;3,25127E+12;V;
137951;SOLDUBA;447166;30;137899;23;3;3;6;32;3251266;3011103;3,25127E+12;V;
137960;LAZURI;447170;30;305;3;2;3;6;32;32;       ;3,25139E+12;IV;
137979;LAZURI;447170;30;137960;22;3;3;6;32;3251385;1006474;3,25139E+12;IV;
137988;BERCU;447171;30;137960;23;3;3;6;32;3251385;3000984;3,25139E+12;V;
137997;NISIPENI;447172;30;137960;23;3;3;6;32;3251385;3008051;3,25139E+12;V;
138002;NOROIENI;44717;30;137960;23;3;3;6;32;3251385;3008076;3,25139E+12;V;
138011;PELEŞ;447174;30;137960;23;3;3;6;32;3251385;3008681;3,25139E+12;V;
138020;PELIŞOR;447175;30;137960;23;3;3;6;32;3251385;3008685;3,25139E+12;V;
138084;MEDIEŞU AURIT;447185;30;305;3;2;3;6;32;32;       ;3,25155E+12;IV;
138093;MEDIEŞU AURIT;447185;30;138084;22;3;3;6;32;3251551;1007327;3,25155E+12;IV;
138100;BABAŞEŞTI;447186;30;138084;23;3;3;6;32;3251551;3000536;3,25155E+12;V;
138119;IOJIB;447187;30;138084;23;3;3;6;32;3251551;3006165;3,25155E+12;V;
138128;MEDIEŞ RÎTURI;447188;30;138084;23;3;3;6;32;3251551;3007325;3,25155E+12;V;
138137;MEDIEŞ VII;447189;30;138084;23;3;3;6;32;3251551;3007326;3,25155E+12;V;
138146;POTAU;447191;30;138084;23;3;3;6;32;3251551;3009420;3,25155E+12;V;
138155;ROMÂNEŞTI;447192;30;138084;23;3;3;6;32;3251551;3010030;3,25155E+12;V;
138164;MICULA;447195;30;305;3;2;3;6;32;32;       ;3,25157E+12;IV;
138173;MICULA;447195;30;138164;22;3;3;6;32;3251572;1007426;3,25157E+12;IV;
138182;BERCU NOU;447196;30;138164;23;3;3;6;32;3251572;3000986;3,25157E+12;V;
138191;MICULA NOUA;447197;30;138164;23;3;3;6;32;3251572;3007427;3,25157E+12;V;
138208;MOFTIN;447200;30;305;3;2;3;6;32;32;       ;3,25162E+12;IV;
138217;MOFTINU MIC;447207;30;138208;22;3;3;6;32;3251624;1007632;3,25162E+12;IV;
138226;DOMANEŞTI;447201;30;138208;23;3;3;6;32;3251624;3004184;3,25162E+12;V;
138235;GHILVACI;447202;30;138208;23;3;3;6;32;3251624;3005214;3,25162E+12;V;
138244;GHIROLT;447203;30;138208;23;3;3;6;32;3251624;3005253;3,25162E+12;V;
138253;ISTRAU;447204;30;138208;23;3;3;6;32;3251624;3006213;3,25162E+12;V;
138262;MOFTINU MARE;447206;30;138208;23;3;3;6;32;3251624;3007631;3,25162E+12;V;
138271;SÎNMICLAUŞ;447208;30;138208;23;3;3;6;32;3251624;3010613;3,25162E+12;V;
138280;ODOREU;447210;30;305;3;2;3;6;32;32;       ;3,25184E+12;IV;
138299;ODOREU;447210;30;138280;22;3;3;6;32;3251840;1008192;3,25184E+12;IV;
138306;BERINDAN;447211;30;138280;23;3;3;6;32;3251840;3001010;3,25184E+12;V;
138315;CUCU;447212;30;138280;23;3;3;6;32;3251840;3003662;3,25184E+12;V;
138324;ETENI;447213;30;138280;23;3;3;6;32;3251840;3004521;3,25184E+12;V;
138333;MARTINEŞTI;447214;30;138280;23;3;3;6;32;3251840;3007242;3,25184E+12;V;
138342;VÎNATOREŞTI;447216;30;138280;23;3;3;6;32;3251840;3013220;3,25184E+12;V;
138351;ORAŞU NOU;447220;30;305;3;2;3;6;32;32;       ;3,25208E+12;IV;
138360;ORAŞU NOU;447220;30;138351;22;3;3;6;32;3252079;1008303;3,25208E+12;IV;
138379;ORAŞU NOU-VII;447221;30;138351;23;3;3;6;32;3252079;3008304;3,25208E+12;V;
138388;PRILOG;447222;30;138351;23;3;3;6;32;3252079;3009515;3,25208E+12;V;
138397;PRILOG VII;447223;30;138351;23;3;3;6;32;3252079;3009516;3,25208E+12;V;
138422;REMETEA OAŞULUI;3916;30;138351;23;3;3;6;32;3252079;3009942;3,25208E+12;V;
138431;PAULEŞTI;447230;30;305;3;2;3;6;32;32;       ;3,25213E+12;IV;
138440;PAULEŞTI;447230;30;138431;22;3;3;6;32;3252134;1008596;3,25213E+12;IV;
138459;AMAŢI;447231;30;138431;23;3;3;6;32;3252134;3000194;3,25213E+12;V;
138468;AMBUD;447232;30;138431;23;3;3;6;32;3252134;3000199;3,25213E+12;V;
138477;HRIP;447223;30;138431;23;3;3;6;32;3252134;3005942;3,25213E+12;V;
138486;PETIN;447234;30;138431;23;3;3;6;32;3252134;3008755;3,25213E+12;V;
138495;RUŞENI;447236;30;138431;23;3;3;6;32;3252134;3010212;3,25213E+12;V;
138501;PETREŞTI;447240;30;305;3;2;3;6;32;32;       ;3,25217E+12;IV;
138510;PETREŞTI;447240;30;138501;22;3;3;6;32;3252166;1008769;3,25217E+12;IV;
138529;DINDEŞTIU MIC;447241;30;138501;23;3;3;6;32;3252166;3004073;3,25217E+12;V;
138538;PIR;447245;30;305;3;2;3;6;32;32;       ;3,25219E+12;IV;
138547;PIR;447245;30;138538;22;3;3;6;32;3252187;1008897;3,25219E+12;IV;
138556;PIRU NOU;447246;30;138538;23;3;3;6;32;3252187;3008901;3,25219E+12;V;
138565;SARVAZEL;447247;30;138538;23;3;3;6;32;3252187;3010524;3,25219E+12;V;
138574;PIŞCOLT;447250;30;305;3;2;3;6;32;32;       ;3,25219E+12;IV;
138583;PIŞCOLT;447250;30;138574;22;3;3;6;32;3252191;1008926;3,25219E+12;IV;
138592;RESIGHEA;447251;30;138574;23;3;3;6;32;3252191;3009954;3,25219E+12;V;
138609;SCARIŞOARA NOUA;447252;30;138574;23;3;3;6;32;3252191;3010700;3,25219E+12;V;
138618;POMI;447255;30;305;3;2;3;6;32;32;       ;3,25226E+12;IV;
138627;POMI;447255;30;138618;22;3;3;6;32;3252255;1009325;3,25226E+12;IV;
138636;ACIUA;447256;30;138618;23;3;3;6;32;3252255;3000019;3,25226E+12;V;
138645;BICAU;447257;30;138618;23;3;3;6;32;3252255;3001063;3,25226E+12;V;
138654;BORLEŞTI;447258;30;138618;23;3;3;6;32;3252255;3001377;3,25226E+12;V;
180028;PORUMBEŞTI;447152;30;305;3;2;3;6;32;32;;3,25227E+12;;0
137835;PORUMBEŞTI;447152;30;180028;22;3;3;6;32;3252269;3009398;3,25227E+12;V;
137791;CIDREAG;447147;30;180028;23;3;3;6;32;3252269;3002739;3,25227E+12;V;
180091;RACŞA;0;30;305;3;2;3;6;32;32;;3,25231E+12;;0
138404;RACŞA;447224;30;180091;22;3;3;6;32;3252310;3009672;3,25231E+12;V;
138413;RACŞA VII;447226;30;180091;23;3;3;6;32;3252310;3009673;3,25231E+12;V;
138663;SANISLAU;447260;30;305;3;2;3;6;32;32;       ;3,25245E+12;IV;
138672;SANISLAU;447260;30;138663;22;3;3;6;32;3252451;1010268;3,25245E+12;IV;
138707;HOREA;447263;30;138663;23;3;3;6;32;3252451;3005896;3,25245E+12;V;
138716;MARNA NOUA;447264;30;138663;23;3;3;6;32;3252451;3007022;3,25245E+12;V;
138734;SANTAU;447270;30;305;3;2;3;6;32;32;       ;3,25245E+12;IV;
138743;SANTAU;447270;30;138734;22;3;3;6;32;3252453;1010270;3,25245E+12;IV;
138752;CHEREUŞA;447271;30;138734;23;3;3;6;32;3252453;3002591;3,25245E+12;V;
138761;SUDURAU;447272;30;138734;23;3;3;6;32;3252453;3011398;3,25245E+12;V;
138770;SACAŞENI;447275;30;305;3;2;3;6;32;32;       ;3,25247E+12;IV;
138789;SACAŞENI;447275;30;138770;22;3;3;6;32;3252471;1010386;3,25247E+12;IV;
138798;CHEGEA;447276;30;138770;23;3;3;6;32;3252471;3002568;3,25247E+12;V;
138805;SAUCA;447280;30;305;3;2;3;6;32;32;       ;3,25251E+12;IV;
138814;SAUCA;447280;30;138805;22;3;3;6;32;3252505;1010542;3,25251E+12;IV;
138823;BECHENI;447281;30;138805;23;3;3;6;32;3252505;3000896;3,25251E+12;V;
138832;CEAN;447282;30;138805;23;3;3;6;32;3252505;3002429;3,25251E+12;V;
138841;CHISAU;447283;30;138805;23;3;3;6;32;3252505;3002690;3,25251E+12;V;
138850;SILVAŞ;447284;30;138805;23;3;3;6;32;3252505;3010928;3,25251E+12;V;
138869;SOCOND;447285;30;305;3;2;3;6;32;32;       ;3,25263E+12;IV;
138878;SOCOND;447285;30;138869;22;3;3;6;32;3252627;1011082;3,25263E+12;IV;
138887;CUŢA;447286;30;138869;23;3;3;6;32;3252627;3003766;3,25263E+12;V;
138896;HODIŞA;447287;30;138869;23;3;3;6;32;3252627;3005844;3,25263E+12;V;
138903;SOCONZEL;447288;30;138869;23;3;3;6;32;3252627;3011083;3,25263E+12;V;
138912;STÎNA;447289;30;138869;23;3;3;6;32;3252627;3011209;3,25263E+12;V;
138921;SUPUR;447290;30;305;3;2;3;6;32;32;       ;3,25269E+12;IV;
138930;SUPURU DE JOS;447300;30;138921;22;3;3;6;32;3252693;1011419;3,25269E+12;IV;
138949;DOBRA;447291;30;138921;23;3;3;6;32;3252693;3004102;3,25269E+12;V;
138958;GIOROCUTA;447292;30;138921;23;3;3;6;32;3252693;3005272;3,25269E+12;V;
138967;HUREZU MARE;447293;30;138921;23;3;3;6;32;3252693;3005970;3,25269E+12;V;
138976;RACOVA;447294;30;138921;23;3;3;6;32;3252693;3009656;3,25269E+12;V;
138985;SECHEREŞA;447295;30;138921;23;3;3;6;32;3252693;3010808;3,25269E+12;V;
138994;SUPURU DE SUS;447297;30;138921;23;3;3;6;32;3252693;3011420;3,25269E+12;V;
139009;TARNA MARE;447310;30;305;3;2;3;6;32;32;       ;3,25279E+12;IV;
139018;TARNA MARE;447310;30;139009;22;3;3;6;32;3252792;1011764;3,25279E+12;IV;
139027;BOCICAU;447311;30;139009;23;3;3;6;32;3252792;3001199;3,25279E+12;V;
139036;VALEA SEACA;447312;30;139009;23;3;3;6;32;3252792;3012956;3,25279E+12;V;
139045;VAGAŞ;447313;30;139009;23;3;3;6;32;3252792;3013088;3,25279E+12;V;
139054;TEREBEŞTI;447320;30;305;3;2;3;6;32;32;       ;3,25283E+12;IV;
139063;TEREBEŞTI;447320;30;139054;22;3;3;6;32;3252827;1011986;3,25283E+12;IV;
139072;ALIZA;447321;30;139054;23;3;3;6;32;3252827;3000145;3,25283E+12;V;
139081;GELU;447322;30;139054;23;3;3;6;32;3252827;3005129;3,25283E+12;V;
139090;PIŞCARI;447323;30;139054;23;3;3;6;32;3252827;3008923;3,25283E+12;V;
139107;TIREAM;447235;30;305;3;2;3;6;32;32;       ;3,25285E+12;IV;
139116;TIREAM;447235;30;139107;22;3;3;6;32;3252845;1012044;3,25285E+12;IV;
139125;PORTIŢA;447326;30;139107;23;3;3;6;32;3252845;3009389;3,25285E+12;V;
139134;VEZENDIU;447327;30;139107;23;3;3;6;32;3252845;3013319;3,25285E+12;V;
139143;TÎRŞOLŢ;447315;30;305;3;2;3;6;32;32;       ;3,25286E+12;IV;
139152;TÎRŞOLŢ;447315;30;139143;22;3;3;6;32;3252855;1011923;3,25286E+12;IV;
139161;ALICENI;447316;30;139143;23;3;3;6;32;3252855;3000139;3,25286E+12;V;
139170;TURŢ;447330;30;305;3;2;3;6;32;32;       ;3,25291E+12;IV;
139189;TURŢ;447330;30;139170;22;3;3;6;32;3252912;1012310;3,25291E+12;IV;
139198;GHERŢA MARE;447331;30;139170;23;3;3;6;32;3252912;3005195;3,25291E+12;V;
139205;TURŢ BAI;447332;30;139170;23;3;3;6;32;3252912;3012311;3,25291E+12;V;
139214;TURULUNG;447335;30;305;3;2;3;6;32;32;       ;3,25291E+12;IV;
139223;TURULUNG;447335;30;139214;22;3;3;6;32;3252913;1012312;3,25291E+12;IV;
139232;DRAGUŞENI;447336;30;139214;23;3;3;6;32;3252913;3004325;3,25291E+12;V;
139241;TURULUNG VII;447337;30;139214;23;3;3;6;32;3252913;3012313;3,25291E+12;V;
139250;URZICENI;447340;30;305;3;2;3;6;32;32;       ;3,25297E+12;IV;
139269;URZICENI;447340;30;139250;22;3;3;6;32;3252966;1012591;3,25297E+12;IV;
139278;URZICENI PADURE;447341;30;139250;23;3;3;6;32;3252966;3012593;3,25297E+12;V;
139287;VALEA VINULUI;447345;30;305;3;2;3;6;32;32;       ;3,25301E+12;IV;
139296;VALEA VINULUI;447345;30;139287;22;3;3;6;32;3253011;1013023;3,25301E+12;IV;
139303;MARIUŞ;447436;30;139287;23;3;3;6;32;3253011;3007235;3,25301E+12;V;
139312;ROŞIORI;447437;30;139287;23;3;3;6;32;3253011;3010083;3,25301E+12;V;
139321;SÎI;447438;30;139287;23;3;3;6;32;3253011;3010558;3,25301E+12;V;
139330;VAMA;447350;30;305;3;2;3;6;32;32;       ;3,25301E+12;IV;
139349;VAMA;447350;30;139330;22;3;3;6;32;3253013;1013032;3,25301E+12;IV;
139358;VETIŞ;447355;30;305;3;2;3;6;32;32;       ;3,25305E+12;IV;
139367;VETIŞ;447355;30;139358;22;3;3;6;32;3253053;1013310;3,25305E+12;IV;
139376;DECEBAL;447356;30;139358;23;3;3;6;32;3253053;3003972;3,25305E+12;V;
139385;OAR;447357;30;139358;23;3;3;6;32;3253053;3008109;3,25305E+12;V;
139394;VIILE SATU MARE;447360;30;305;3;2;3;6;32;32;       ;3,25306E+12;IV;
139401;VIILE SATU MARE;447360;30;139394;22;3;3;6;32;3253064;1013358;3,25306E+12;IV;
139410;CIONCHEŞTI;447361;30;139394;23;3;3;6;32;3253064;3002812;3,25306E+12;V;
139429;MEDIŞA;447362;30;139394;23;3;3;6;32;3253064;3007328;3,25306E+12;V;
139438;TATAREŞTI;447363;30;139394;23;3;3;6;32;3253064;3011848;3,25306E+12;V;
139447;TIREAC;447364;30;139394;23;3;3;6;32;3253064;3012043;3,25306E+12;V;
314;JUDEŢUL SALAJ;0;31;1;40;1;0;6;33;     ;       ;3,3E+12;;
139704;MUNICIPIUL ZALAU;0;31;314;1;2;1;6;33;33;       ;3,31177E+12;II;
139713;ZALAU;0;31;139704;9;3;1;6;33;3311766;1013601;3,31177E+12;II;
139722;STÎNA;457018;31;139704;10;3;1;6;33;3311766;2011210;3,31177E+12;V;
139740;ORAŞ CEHU SILVANIEI;0;31;314;2;2;1;6;33;33;       ;3,33192E+12;III;
139759;CEHU SILVANIEI;455100;31;139740;17;3;1;6;33;3331919;1002447;3,33192E+12;III;
139768;HOROATU CEHULUI;455101;31;139740;19;3;1;6;33;3331919;3005915;3,33192E+12;V;
139777;MOTIŞ;455102;31;139740;19;3;1;6;33;3331919;3007732;3,33192E+12;V;
139786;NADIŞ;455103;31;139740;19;3;1;6;33;3331919;3007855;3,33192E+12;V;
139795;ULCIUG;455104;31;139740;19;3;1;6;33;3331919;3012447;3,33192E+12;V;
139811;ORAŞ JIBOU;0;31;314;2;2;1;6;33;33;       ;3,33197E+12;III;
139820;JIBOU;455200;31;139811;17;3;1;6;33;3331967;1006360;3,33197E+12;III;
139839;CUCEU;455201;31;139811;19;3;1;6;33;3331967;3003651;3,33197E+12;V;
139848;HUSIA;455202;31;139811;19;3;1;6;33;3331967;3005976;3,33197E+12;V;
139857;RONA;455203;31;139811;19;3;1;6;33;3331967;3010047;3,33197E+12;V;
139866;VAR;455204;31;139811;19;3;1;6;33;3331967;3013042;3,33197E+12;V;
139884;ORAŞ ŞIMLEU SILVANIEI;0;31;314;2;2;1;6;33;33;       ;3,33204E+12;III;
139893;ŞIMLEU SILVANIEI;455300;31;139884;17;3;1;6;33;3332040;1011571;3,33204E+12;III;
139900;BIC;455301;31;139884;18;3;1;6;33;3332040;2001053;3,33204E+12;V;
139919;CEHEI;455302;31;139884;18;3;1;6;33;3332040;2002445;3,33204E+12;V;
139928;PUSTA;455303;31;139884;18;3;1;6;33;3332040;2009619;3,33204E+12;V;
139937;AGRIJ;0;31;314;3;2;3;6;33;33;       ;3,35002E+12;IV;
139946;AGRIJ;457005;31;139937;22;3;3;6;33;3350020;1000067;3,35002E+12;IV;
139964;RĂSTOLŢU- DEŞERT;457006;31;139937;23;3;3;6;33;3350020;3009808;3,35002E+12;V;
139982;ALMAŞU;0;31;314;3;2;3;6;33;33;       ;3,35004E+12;IV;
139991;ALMAŞU;457010;31;139982;22;3;3;6;33;3350044;1000151;3,35004E+12;IV;
140002;BABIU;457011;31;139982;23;3;3;6;33;3350044;3000545;3,35004E+12;V;
140011;CUTIŞ;457012;31;139982;23;3;3;6;33;3350044;3003764;3,35004E+12;V;
140020;JEBUCU;457013;31;139982;23;3;3;6;33;3350044;3006342;3,35004E+12;V;
140039;MESTEACANU;457014;31;139982;23;3;3;6;33;3350044;3007392;3,35004E+12;V;
140048;PETRINZEL;457016;31;139982;23;3;3;6;33;3350044;3008795;3,35004E+12;V;
140057;SFARAŞ;457017;31;139982;23;3;3;6;33;3350044;3010859;3,35004E+12;V;
140066;STANA;457018;31;139982;23;3;3;6;33;3350044;3011163;3,35004E+12;V;
140075;ŢAUDU;457019;31;139982;23;3;3;6;33;3350044;3012341;3,35004E+12;V;
140084;BABENI;0;31;314;3;2;3;6;33;33;       ;3,35014E+12;IV;
140093;BABENI;457020;31;140084;22;3;3;6;33;3350139;1000538;3,35014E+12;IV;
140100;CIOCMANI;457021;31;140084;23;3;3;6;33;3350139;3002796;3,35014E+12;V;
140119;CLIŢ;457022;31;140084;23;3;3;6;33;3350139;3002966;3,35014E+12;V;
140128;PIROŞA;457023;31;140084;23;3;3;6;33;3350139;3008900;3,35014E+12;V;
140137;POIENIŢA;457024;31;140084;23;3;3;6;33;3350139;3009293;3,35014E+12;V;
140146;BALAN;0;31;314;3;2;3;6;33;33;       ;3,35015E+12;IV;
140155;BALAN;457025;31;140146;22;3;3;6;33;3350151;1000633;3,35015E+12;IV;
140164;CHECHIŞ;457026;31;140146;23;3;3;6;33;3350151;3002564;3,35015E+12;V;
140173;CHENDREA;457027;31;140146;23;3;3;6;33;3350151;3002582;3,35015E+12;V;
140182;GALPÎIA;457028;31;140146;23;3;3;6;33;3350151;3005030;3,35015E+12;V;
140191;GÎLGAU ALMAŞULUI;457029;31;140146;23;3;3;6;33;3350151;3005068;3,35015E+12;V;
140208;BANIŞOR;0;31;314;3;2;3;6;33;33;       ;3,35018E+12;IV;
140217;BANIŞOR;457030;31;140208;22;3;3;6;33;3350175;1000728;3,35018E+12;IV;
140226;BAN;457031;31;140208;23;3;3;6;33;3350175;3000476;3,35018E+12;V;
140235;PECEIU;457032;31;140208;23;3;3;6;33;3350175;3008672;3,35018E+12;V;
140244;BENESAT;0;31;314;3;2;3;6;33;33;       ;3,35021E+12;IV;
140253;BENESAT;457035;31;140244;22;3;3;6;33;3350209;1000956;3,35021E+12;IV;
140262;ALUNIŞ;457036;31;140244;23;3;3;6;33;3350209;3000172;3,35021E+12;V;
140271;BIUŞA;457037;31;140244;23;3;3;6;33;3350209;3001119;3,35021E+12;V;
140280;BOBOTA;0;31;314;3;2;3;6;33;33;       ;3,35028E+12;IV;
140299;BOBOTA;457040;31;140280;22;3;3;6;33;3350283;1001191;3,35028E+12;IV;
140306;DERŞIDA;457041;31;140280;23;3;3;6;33;3350283;3004031;3,35028E+12;V;
140315;ZALNOC;457042;31;140280;23;3;3;6;33;3350283;3013604;3,35028E+12;V;
140324;BOCŞA;0;31;314;3;2;3;6;33;33;       ;3,35029E+12;IV;
140333;BOCŞA;457045;31;140324;22;3;3;6;33;3350286;1001206;3,35029E+12;IV;
140342;BORLA;457046;31;140324;23;3;3;6;33;3350286;3001375;3,35029E+12;V;
140351;CÎMPIA;457047;31;140324;23;3;3;6;33;3350286;3002340;3,35029E+12;V;
140360;SALAJENI;457048;31;140324;23;3;3;6;33;3350286;3010415;3,35029E+12;V;
180037;BOGHIŞ;0;31;314;3;2;3;6;33;33;;3,3503E+12;;0
142266;BOGHIŞ;457262;31;180037;22;3;3;6;33;3350303;3001280;3,3503E+12;V;
142275;BOZIEŞ;457263;31;180037;23;3;3;6;33;3350303;3001486;3,3503E+12;V;
140379;BUCIUMI;0;31;314;3;2;3;6;33;33;       ;3,35041E+12;IV;
140388;BUCIUMI;457050;31;140379;22;3;3;6;33;3350406;1001734;3,35041E+12;IV;
140397;BODIA;457052;31;140379;23;3;3;6;33;3350406;3001226;3,35041E+12;V;
140404;BOGDANA;457051;31;140379;23;3;3;6;33;3350406;3001251;3,35041E+12;V;
140413;HUTA;457053;31;140379;23;3;3;6;33;3350406;3005981;3,35041E+12;V;
140422;RASTOLŢ;457054;31;140379;23;3;3;6;33;3350406;3009807;3,35041E+12;V;
140431;SÎNGEORGIU DE MESEŞ;457056;31;140379;23;3;3;6;33;3350406;3010587;3,35041E+12;V;
140440;CAMAR;0;31;314;3;2;3;6;33;33;       ;3,35046E+12;IV;
140459;CAMAR;457060;31;140440;22;3;3;6;33;3350460;1002019;3,35046E+12;IV;
140468;PADURENI;457061;31;140440;23;3;3;6;33;3350460;3008490;3,35046E+12;V;
140477;CARASTELEC;0;31;314;3;2;3;6;33;33;       ;3,35046E+12;IV;
140486;CARASTELEC;457065;31;140477;22;3;3;6;33;3350462;1002053;3,35046E+12;IV;
140495;DUMUSLAU;457066;31;140477;23;3;3;6;33;3350462;3004465;3,35046E+12;V;
140501;CHIEŞD;0;31;314;3;2;3;6;33;33;       ;3,35057E+12;IV;
140510;CHIEŞD;457070;31;140501;22;3;3;6;33;3350568;1002626;3,35057E+12;IV;
140529;COLONIA SIGHETU SILVANIEI;457071;31;140501;23;3;3;6;33;3350568;3003092;3,35057E+12;V;
140538;SIGHETU SILVANIEI;457072;31;140501;23;3;3;6;33;3350568;3010892;3,35057E+12;V;
140547;CIZER;0;31;314;3;2;3;6;33;33;       ;3,35063E+12;IV;
140556;CIZER;457075;31;140547;22;3;3;6;33;3350634;1002948;3,35063E+12;IV;
140565;PLESCA;457076;31;140547;23;3;3;6;33;3350634;3008976;3,35063E+12;V;
140574;PRIA;457077;31;140547;23;3;3;6;33;3350634;3009496;3,35063E+12;V;
140583;COŞEIU;0;31;314;3;2;3;6;33;33;       ;3,35074E+12;IV;
140592;COŞEIU;457080;31;140583;22;3;3;6;33;3350738;1003381;3,35074E+12;IV;
140609;ARCHID;457081;31;140583;23;3;3;6;33;3350738;3000273;3,35074E+12;V;
140618;CHILIOARA;457082;31;140583;23;3;3;6;33;3350738;3002642;3,35074E+12;V;
140627;CRASNA;0;31;314;3;2;3;6;33;33;       ;3,35076E+12;IV;
140636;CRASNA;457085;31;140627;22;3;3;6;33;3350762;1003497;3,35076E+12;IV;
140645;HUSENI;457086;31;140627;23;3;3;6;33;3350762;3005975;3,35076E+12;V;
140654;MARIN;457087;31;140627;23;3;3;6;33;3350762;3007017;3,35076E+12;V;
140663;RATIN;457088;31;140627;23;3;3;6;33;3350762;3009715;3,35076E+12;V;
140672;CREACA;0;31;314;3;2;3;6;33;33;       ;3,35077E+12;IV;
140681;CREACA;457090;31;140672;22;3;3;6;33;3350768;1003539;3,35077E+12;IV;
140690;BORZA;457091;31;140672;23;3;3;6;33;3350768;3001413;3,35077E+12;V;
140707;BREBI;457092;31;140672;23;3;3;6;33;3350768;3001640;3,35077E+12;V;
140716;BRUSTURI;457093;31;140672;23;3;3;6;33;3350768;3001698;3,35077E+12;V;
140725;CIGLEAN;457094;31;140672;23;3;3;6;33;3350768;3002742;3,35077E+12;V;
140734;JAC;457096;31;140672;23;3;3;6;33;3350768;3006332;3,35077E+12;V;
140743;LUPOAIA;457097;31;140672;23;3;3;6;33;3350768;3006902;3,35077E+12;V;
140752;PRODANEŞTI;457098;31;140672;23;3;3;6;33;3350768;3009553;3,35077E+12;V;
